-1.180669473123431138e-17;1.279353999885676593e-17;5.879625456726133485e-18;-2.441191782133846398e-17;-1.186938041557080776e-17;2.082969065944759392e-17;6.411222403166287941e-19;2.523464099754006029e-17;-8.212252352776611708e-18;-1.646290159314452382e-17
-2.220446049250313081e-16;0.000000000000000000e+00;8.326672684688674053e-17;4.163336342344337027e-17;6.938893903907228378e-18;-1.040834085586084257e-16;2.387413183813080764e-16;-9.714451465470119729e-17;-4.336808689942017736e-17;-3.295974604355933479e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-5.551115123125782702e-17;-6.938893903907228378e-17;-0.000000000000000000e+00;1.908195823574487804e-17;-5.551115123125782702e-17;7.285838599102589797e-17;-3.469446951953614189e-17
-0.000000000000000000e+00;0.000000000000000000e+00;8.326672684688674053e-17;-3.330669073875469621e-16;-1.110223024625156540e-16;5.551115123125782702e-17;1.474514954580286030e-17;1.110223024625156540e-16;1.040834085586084257e-16;-4.163336342344337027e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.775557561562891351e-17;-2.775557561562891351e-17;-8.500145032286354763e-17;-1.110223024625156540e-16;-2.775557561562891351e-17;-2.775557561562891351e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.110223024625156540e-16;-6.245004513516505540e-17;7.632783294297951215e-17;-3.642919299551294898e-17;5.551115123125782702e-17;-1.110223024625156540e-16;-5.551115123125782702e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.551115123125782702e-17;-0.000000000000000000e+00;-2.949029909160572061e-17;-0.000000000000000000e+00;-6.158268339717665185e-17;4.163336342344337027e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;6.938893903907228378e-18;-1.110223024625156540e-16;-0.000000000000000000e+00;1.040834085586084257e-17;-3.330669073875469621e-16;8.326672684688674053e-17;-0.000000000000000000e+00
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;1.561251128379126385e-17;-5.551115123125782702e-17;-0.000000000000000000e+00;-0.000000000000000000e+00
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;2.255140518769849223e-17;-0.000000000000000000e+00;2.775557561562891351e-17;-1.387778780781445676e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;6.938893903907228378e-18;-0.000000000000000000e+00;5.551115123125782702e-17;-0.000000000000000000e+00
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-6.938893903907228378e-18;-0.000000000000000000e+00;5.551115123125782702e-17;-2.775557561562891351e-17
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-2.775557561562891351e-17;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;1.084202172485504434e-19;0.000000000000000000e+00;3.469446951953614189e-18;-0.000000000000000000e+00;5.551115123125782702e-17
