-7.799165182149424780e+00,1.183112206575588843e+01,-4.256063843964235538e+00,-2.431666151704701662e+01,-8.368436299031680292e+00,2.579554367597884479e+01,-9.925222061798843143e+00,-1.714579695197324893e+00,1.040780874688851476e+01,2.144105648969898326e+01
1.779555198576258590e+01,-1.748962620313366756e+01,1.287561310192913311e+01,-2.241263475327251342e+01,1.184025080323848655e+01,1.296074805412919950e+01,-4.685103362036532992e+00,2.473156424866859737e+01,-9.223777708427238764e-02,-1.628779821215852408e+01
1.651043426122908997e+01,-2.111412119656248976e+01,-7.882831195957392012e+00,-7.633016864012952540e-01,8.049924409000524861e+00,-1.206037985439001403e+01,8.276369045692884896e+00,4.991549251374979512e+00,-1.835732043222722254e+01,-8.517860479376663463e+00
1.204579098629979050e+01,-9.548954647137881224e+00,1.296075556681034913e+00,-2.271648305366065657e+01,8.323597130710687964e+00,-1.307413750109162187e+01,2.156931172691848175e+01,-7.669294375511107376e+00,1.182532574971978612e+01,1.376135538864441621e+01
1.420232518123765963e+01,-8.394039885766467535e+00,2.372177104279122872e+00,-2.558407823771555911e+01,7.590850491596095040e+00,-1.509452509836437351e+01,2.359601709786414503e+01,-9.246835320752129661e+00,1.222214002021608437e+01,1.499494376300466669e+01
-4.388502671519248999e+00,9.230555773982647594e+00,-6.347528498145283748e+00,-2.234665420582357953e+01,-6.673719971560696962e+00,2.297876312021876188e+01,-8.177889099209503243e+00,-1.114440928708901657e+00,9.636008103005657688e+00,1.980343413852685330e+01
-1.120221555663455826e+00,1.453911669718454824e+01,1.704862956766996973e+01,-2.825547719236587696e+01,-9.309027498803365219e+00,2.166880471028531474e+01,6.859572721301052667e-01,-6.445988333478456234e+00,2.039343150015150208e+00,-1.528696835614698557e+01
2.096192436820849636e+01,-2.035233866070991482e+01,-8.600071913620839226e+00,-3.243493850920372346e+00,8.710211140405919039e+00,-1.171110084050312317e+01,1.083312286067520347e+01,1.130475480717423586e+01,-1.586991518167106463e+01,-8.898724291829685384e+00
1.877416811593784018e+01,-2.024477186524153538e+01,1.244496679509881609e+01,-2.210301230055275212e+01,1.192825711186227267e+01,1.088013425575562998e+01,-4.502077536606393870e+00,2.372723646605393810e+01,-2.380592706469251141e-01,-1.647006367638325841e+01
-9.226777640788439427e+00,1.128919530174668395e+01,-9.096842613072142925e+00,-2.125702388131018239e+01,-1.176757018276233424e+01,2.376639557789789592e+01,-1.173982938455158553e+01,-2.562700054607417233e+00,1.302716063570425042e+01,2.365203698902795537e+01
1.918390261634706206e+01,-1.952344180227354542e+01,-8.701864861362649251e+00,-2.174334348360918767e+00,8.493381722873460049e+00,-1.215536994187899822e+01,1.148480375776684426e+01,6.338537280596105106e+00,-1.588217243935959466e+01,-6.240964057640346674e+00
1.912637371970846445e+01,-1.956843538597081533e+01,-1.004107461833793025e+01,-3.476963763443610134e+00,7.063469751224403126e+00,-1.229900746315337656e+01,1.080764309521910960e+01,8.596176512246453072e+00,-1.629903816032905084e+01,-1.017362904409575464e+01
1.940609008304857497e+01,-2.102811782062858725e+01,1.106949682830078707e+01,-2.358278876803261781e+01,1.133057616340638596e+01,1.147715599071110404e+01,-1.376546111993330435e+00,2.616744619172239084e+01,-2.509269508765870071e+00,-1.641030873505159349e+01
9.106962324685974330e-01,1.597653810843619837e+01,1.945053705903083596e+01,-2.139186006546528418e+01,-1.085412668214183896e+01,2.121722333471144140e+01,-2.454198290804474603e+00,-1.052342542616307952e+01,-9.602199335596299790e-01,-1.168090110445678320e+01
1.456596233655385397e+01,-5.844801469976411035e+00,-1.779735469033863371e+00,-2.710229311196073709e+01,7.535060144098520318e+00,-1.614547125465780297e+01,2.016133977212446382e+01,-5.745848389305082016e+00,1.053051383022988929e+01,1.322554285683340503e+01
1.619203951108915263e+01,-9.320862549334711034e+00,1.939444425896771351e+00,-2.465892331555938455e+01,9.634505105357755284e+00,-1.268457543069286153e+01,1.948779608976017030e+01,-7.687194830801926670e+00,9.598868099942077237e+00,1.576517968682864890e+01
5.213572443349886454e-01,1.575585351142479063e+01,1.598603957511087259e+01,-2.466042736002911084e+01,-1.046109889356625722e+01,2.311349582496084309e+01,-6.220245210991184326e-01,-8.862208531609512718e+00,5.686909241238419455e+00,-1.315356532801405720e+01
2.133041531831559112e+01,-1.947412693697222608e+01,-1.065900089164843223e+01,3.314795283854104824e+00,8.966069374978811624e+00,-1.297510462366641804e+01,1.224967962009466760e+01,6.900096373546302786e+00,-1.566299388669667358e+01,-8.248479583072812815e+00
1.900527146136586865e+01,-1.977871601440634208e+01,-1.100908644305655315e+01,-3.703644863001983367e+00,3.850177146901140546e+00,-1.499411901245336054e+01,1.059833079600007366e+01,8.045871179123800232e+00,-1.690217166209346189e+01,-8.749280736812147907e+00
1.891641713654699686e+01,-2.121449253308436411e+01,1.331612734402875731e+01,-2.173581431721757085e+01,9.459665852159783839e+00,1.089983746488058181e+01,-3.699609807015995955e+00,2.690684125396717263e+01,-1.019051986654489816e+00,-1.651996500037914828e+01
8.691827704065422378e-01,1.446496536873954852e+01,1.878386335537382834e+01,-2.461137988296267309e+01,-9.889909182375570040e+00,2.061552306422884939e+01,2.947738009676873272e+00,-9.664585635056152313e+00,4.635256787496223829e+00,-1.291958955815121968e+01
1.881863519579469823e+01,-1.969337813783458913e+01,-1.170966964627029050e+01,-2.920209208881412444e-01,1.014098011784456865e+01,-1.227468007369077085e+01,7.717808056027521957e+00,7.669823094578094747e+00,-1.587123649935033143e+01,-1.101837246815064475e+01
-5.338809454565485169e-02,1.281108163561227542e+01,1.804974142668968895e+01,-2.519266842886795388e+01,-9.504304056623379182e+00,2.138447959903471229e+01,3.192481989214251747e+00,-9.560440062717136200e+00,4.157698502604133317e+00,-1.174185087655725290e+01
1.313852406961453845e+01,-7.658437262200781248e+00,2.462548857527160351e+00,-2.498188977269020938e+01,8.142129727802146277e+00,-1.600532710968480643e+01,2.553043179886833869e+01,-8.037457462209145476e+00,1.252474127476359200e+01,1.374449987166427078e+01
-7.464453847740312398e+00,1.160522095654566854e+01,-7.466390353571446425e+00,-2.286727022610284621e+01,-1.117370511439343161e+01,2.543597085398140578e+01,-1.092280950137241646e+01,-8.810627712607916884e-01,1.349590527138743035e+01,2.301368260239717500e+01
-5.644183751731072896e+00,1.255238541519832474e+01,-9.720417809506784579e+00,-2.243813029410890891e+01,-6.832360300018097909e+00,2.719252961925475987e+01,-9.015457272385246412e+00,-2.283200580729352058e+00,1.316450393632430860e+01,2.190112561458888152e+01
1.695891379221561479e+01,-7.101787597641838090e+00,1.753895283049855536e+00,-2.287058413183287087e+01,9.523367614281639248e+00,-1.415059665866041527e+01,1.689605235251869786e+01,-6.881694344340202996e+00,1.362138973392851504e+01,1.102608139886884686e+01
-5.467403402419876102e+00,1.174089842289485475e+01,-8.765033700854099052e+00,-2.160994104081780520e+01,-5.979285816919334806e+00,2.329040644035517360e+01,-1.159848263377827138e+01,3.355801072518382888e-02,1.098959807934382482e+01,2.365796536813179785e+01
3.079841812325384343e+00,1.039401013696432585e+01,1.669556111137604404e+01,-2.256594863448089683e+01,-7.297362614634378630e+00,2.239085622167694467e+01,-5.199675371032381754e-01,-8.709382194759658802e+00,2.310355153803811845e+00,-1.382392036176493377e+01
1.989619241042951359e+01,-2.019499328535130900e+01,1.521190185303136566e+01,-2.352836437686395854e+01,9.081159861616260542e+00,9.005072477304469913e+00,-2.516017907590879066e+00,2.233536635367306289e+01,-2.433813447169110855e+00,-1.360759200791437351e+01
2.084434406549098640e+01,-2.192499506488656280e+01,1.344681830336438111e+01,-2.212000634529239207e+01,1.114086611835981344e+01,1.173529528642144903e+01,-2.844383094313786664e+00,2.532454333979881866e+01,-6.342840556130009411e-01,-1.749245286840316638e+01
1.534160610446977557e+01,-8.566464655011568397e+00,4.824934538026498743e+00,-2.563829721854855848e+01,1.149858546855544361e+01,-1.581407700318568921e+01,2.206291562340969037e+01,-6.103296958694095942e+00,1.110600241779757624e+01,1.397106338741977716e+01
2.138819846211867670e+01,-1.896486902873466107e+01,-1.089099664120721123e+01,-3.553755168752121829e+00,7.226932596851622037e+00,-1.435920891331162608e+01,1.066986284454031164e+01,7.625034249805069386e+00,-1.312446471806319437e+01,-7.891897040175875233e+00
1.944348005672892299e+01,-1.982684947831188538e+01,1.306581078591819889e+01,-2.253504614445123622e+01,1.050628386378046919e+01,1.244312294353013826e+01,-4.898330114850940831e+00,2.471719963970626566e+01,-1.368930935258947379e-01,-1.820190191796788426e+01
1.962999701648490714e+01,-2.084444721161300507e+01,-1.099750370874856920e+01,-4.711054162657328792e-01,8.834920823030072867e+00,-1.333231660474038094e+01,9.291317755614052487e+00,8.164838988796997654e+00,-1.483795945218943046e+01,-8.305041455956750696e+00
